Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Transport og maskiner,Hvem gennemførte i 1797 den første veldokumenterede faldskærmsnedstigning fra en ballon?,300,André-Jacques Garnerin,Louis Blériot,Alberto Santos-Dumont,Otto Lilienthal,,,,André-Jacques Garnerin - Wikipedia,https://en.wikipedia.org/wiki/Andr%C3%A9-Jacques_Garnerin,OK – kilde tilføjet,2026-07-09,Kilde til Garnerins faldskærmsnedstigning i 1797.
Transport og maskiner,Hvem opfandt et praktisk luftpudeprincip til hovercraft i 1950’erne?,400,Christopher Cockerell,Frank Whittle,Igor Sikorsky,Robert Goddard,,,,Christopher Cockerell - Wikipedia,https://en.wikipedia.org/wiki/Christopher_Cockerell,OK – kilde tilføjet,2026-07-09,Kilde til Cockerell og hovercraft-princippet.
Transport og maskiner,Hvem udviklede den moderne dampturbine i 1880’erne?,500,Charles Parsons,James Watt,Thomas Newcomen,Rudolf Diesel,,,,Charles Algernon Parsons - Wikipedia,https://en.wikipedia.org/wiki/Charles_Algernon_Parsons,OK – kilde tilføjet,2026-07-09,Kilde til Parsons og dampturbinen.
Transport og maskiner,Hvem patenterede den hydrauliske presse i 1795?,600,Joseph Bramah,Blaise Pascal,James Watt,Henry Maudslay,,,,Joseph Bramah - Wikipedia,https://en.wikipedia.org/wiki/Joseph_Bramah,OK – kilde tilføjet,2026-07-09,Kilde til Bramah og den hydrauliske presse.
Transport og maskiner,"Hvem konstruerede ubåden Turtle, der blev forsøgt anvendt under den amerikanske uafhængighedskrig?",700,David Bushnell,Robert Fulton,John Holland,Cornelis Drebbel,,,,Turtle (submersible) - Wikipedia,https://en.wikipedia.org/wiki/Turtle_(submersible),OK – kilde tilføjet,2026-07-09,Kilde til Bushnell og ubåden Turtle.
Transport og maskiner,Hvem fik i 1794 patent på et tidligt kugleleje til vognaksler?,800,Philip Vaughan,George Stephenson,John Harrison,Joseph Bramah,,,,Philip Vaughan - Wikipedia,https://en.wikipedia.org/wiki/Philip_Vaughan,OK – kilde tilføjet,2026-07-09,Kilde til Vaughan og tidligt kuglelejepatent.
Medicin og hverdag,Hvem udviklede den moderne lynlås med sammenlåsende tænder i 1910’erne?,100,Gideon Sundback,Whitcomb Judson,Elias Howe,Isaac Singer,,,,Gideon Sundback - Wikipedia,https://en.wikipedia.org/wiki/Gideon_Sundback,OK – kilde tilføjet,2026-07-09,Kilde til Sundback og moderne lynlås.
Medicin og hverdag,Hvem udviklede et masseproduceret sikkerhedsbarbersystem med udskiftelige blade?,200,King Camp Gillette,George de Mestral,László Bíró,Gideon Sundback,,,,King C. Gillette - Wikipedia,https://en.wikipedia.org/wiki/King_C._Gillette,OK – kilde tilføjet,2026-07-09,Kilde til Gillette og sikkerhedsbarbering med udskiftelige blade.
Medicin og hverdag,Hvem patenterede en praktisk opvaskemaskine i 1886?,300,Josephine Cochrane,Margaret Knight,Mary Anderson,Melitta Bentz,,,,Josephine Cochrane - Wikipedia,https://en.wikipedia.org/wiki/Josephine_Cochrane,OK – kilde tilføjet,2026-07-09,Kilde til Cochrane og opvaskemaskinen.
Medicin og hverdag,Hvem opfandt engangskaffefilteret af papir i 1908?,400,Melitta Bentz,Josephine Cochrane,Margaret Knight,Mary Anderson,,,,Melitta Bentz - Wikipedia,https://en.wikipedia.org/wiki/Melitta_Bentz,OK – kilde tilføjet,2026-07-09,Kilde til Bentz og kaffefilteret.
Medicin og hverdag,Hvem fik i 1846 et vigtigt amerikansk patent på en symaskine med låsesøm?,500,Elias Howe,Isaac Singer,Walter Hunt,Barthélemy Thimonnier,,,,Elias Howe - Wikipedia,https://en.wikipedia.org/wiki/Elias_Howe,OK – kilde tilføjet,2026-07-09,Kilde til Howe og låsesømssymaskinen.
Medicin og hverdag,"Hvem demonstrerede i 1901 en motordrevet støvsuger, der sugede støv gennem slanger?",600,Hubert Cecil Booth,James Dyson,Ives McGaffey,William Hoover,,,,Hubert Cecil Booth - Wikipedia,https://en.wikipedia.org/wiki/Hubert_Cecil_Booth,OK – kilde tilføjet,2026-07-09,Kilde til Booth og motordrevet støvsuger.
Medicin og hverdag,Hvem forbedrede sikkerhedstændstikken i Sverige ved at placere rødt fosfor på strygefladen?,700,Johan Edvard Lundström,John Walker,Gustaf Erik Pasch,Alfred Nobel,,,,Safety match - Wikipedia,https://en.wikipedia.org/wiki/Match#Safety_matches,OK – kilde tilføjet,2026-07-09,Kilde til Lundström og sikkerhedstændstik.
Elektronik og computere,Hvem byggede den første fungerende laser i 1960?,100,Theodore Maiman,Charles Townes,Arthur Schawlow,Gordon Gould,,,,Theodore Maiman - Wikipedia,https://en.wikipedia.org/wiki/Theodore_Maiman,OK – kilde tilføjet,2026-07-09,Kilde til Maiman og den første fungerende laser.
Elektronik og computere,Hvem byggede i 1975 den første selvstændige digitale kamera-prototype hos Kodak?,200,Steven Sasson,Edwin Land,George Eastman,Willard Boyle,,,,Steven Sasson - Wikipedia,https://en.wikipedia.org/wiki/Steven_Sasson,OK – kilde tilføjet,2026-07-09,Kilde til Sasson og Kodaks digitale kamera-prototype.
Elektronik og computere,Hvilke to udviklere skabte Unix på Bell Labs?,300,Ken Thompson og Dennis Ritchie,Vint Cerf og Bob Kahn,John Mauchly og J. Presper Eckert,Bill Gates og Paul Allen,,,,Unix - Wikipedia,https://en.wikipedia.org/wiki/Unix,OK – kilde tilføjet,2026-07-09,Kilde til Thompson/Ritchie og Unix.
Elektronik og computere,Hvilken Xerox PARC-computer fra 1973 havde en tidlig grafisk brugerflade og mus?,400,Xerox Alto,Apple Lisa,IBM PC,Commodore PET,,,,Xerox Alto - Wikipedia,https://en.wikipedia.org/wiki/Xerox_Alto,OK – kilde tilføjet,2026-07-09,"Kilde til Xerox Alto, GUI og mus."
Elektronik og computere,Hvem demonstrerede den første praktiske synlige lysdiode i 1962?,500,Nick Holonyak Jr.,Theodore Maiman,John Bardeen,Russell Ohl,,,,Nick Holonyak - Wikipedia,https://en.wikipedia.org/wiki/Nick_Holonyak,OK – kilde tilføjet,2026-07-09,Kilde til Holonyak og synlig LED.
Elektronik og computere,Hvilket laboratorium demonstrerede i 1954 en praktisk siliciumsolcelle?,600,Bell Labs,Xerox PARC,CERN,Los Alamos,,,,Bell Labs Demonstrates the First Practical Silicon Solar Cell,https://www.aps.org/archives/publications/apsnews/200904/physicshistory.cfm,OK – kilde tilføjet,2026-07-09,APS-kilde til Bell Labs og siliciumsolcellen i 1954.
Elektronik og computere,Hvilke to ingeniører byggede det første kvartsur hos Bell Telephone Laboratories i 1927?,700,Warren Marrison og J. W. Horton,John Bardeen og Walter Brattain,Ken Thompson og Dennis Ritchie,Jack Kilby og Robert Noyce,,,,Quartz clock - Wikipedia,https://en.wikipedia.org/wiki/Quartz_clock,OK – kilde tilføjet,2026-07-09,Kilde til Marrison/Horton og det første kvartsur hos Bell Labs.
