Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Egyptens gudeverden,Hvilken gud personificerer jorden i den heliopolitanske gudelære?,300,Geb,Shu,Atum,Khonsu,,,,Wikipedia – Geb,https://en.wikipedia.org/wiki/Geb,OK,2026-07-09,"Åben artikel/museumsoversigt der underbygger den egyptiske guddom, dødsrigsforestilling eller mytiske figur i spørgsmålet."
Egyptens gudeverden,Hvilken gud personificerer luft og adskiller Nut fra Geb?,400,Shu,Min,Montu,Hapi,,,,Wikipedia – Shu (Egyptian god),https://en.wikipedia.org/wiki/Shu_(Egyptian_god),OK,2026-07-09,"Åben artikel/museumsoversigt der underbygger den egyptiske guddom, dødsrigsforestilling eller mytiske figur i spørgsmålet."
Egyptens gudeverden,Hvilken gudinde personificerer fugtighed og er Shus søster?,500,Tefnut,Mut,Nephthys,Seshat,,,,Wikipedia – Tefnut,https://en.wikipedia.org/wiki/Tefnut,OK,2026-07-09,"Åben artikel/museumsoversigt der underbygger den egyptiske guddom, dødsrigsforestilling eller mytiske figur i spørgsmålet."
Egyptens gudeverden,Hvad er Aten i den egyptiske religion?,600,solskiven som guddommelig kraft,månen som guddom,Nilen som guddom,underverdenens port,,,,British Museum – Ancient Egyptian gods and goddesses,https://www.britishmuseum.org/learn/schools/ages-7-11/ancient-egypt/ancient-egyptian-gods-and-goddesses,OK,2026-07-09,British Museum beskriver Aten som solskiven og guddommelig kraft i Akhenatons tid.
Egyptens gudeverden,"Hvad indeholder den tekstsamling, der kaldes Den Egyptiske Dødebog?",700,formularer og besværgelser til rejsen efter døden,kongelister over alle faraoner,love om tempelbyggeri,astronomiske tabeller alene,,,,Wikipedia – Book of the Dead,https://en.wikipedia.org/wiki/Book_of_the_Dead,OK,2026-07-09,Åben artikel om Den Egyptiske Dødebog som tekstsamling med formularer/besværgelser til rejsen efter døden.
Egyptens gudeverden,Hvilken gud forbindes med månen og havde et vigtigt kultcentrum i Theben?,800,Khonsu,Atum,Hapi,Montu,,,,British Museum – Ancient Egyptian gods and goddesses,https://www.britishmuseum.org/learn/schools/ages-7-11/ancient-egypt/ancient-egyptian-gods-and-goddesses,OK,2026-07-09,British Museum beskriver Khonsu som månegud med tilknytning til Theben og Amun/Mut.
Mesopotamien og Nærorienten,Hvilken skrift blev typisk trykket med en griffel i lertavler i Mesopotamien?,100,kileskrift,hieroglyffer,linear B,fønikisk alfabet,,,,Wikipedia – Cuneiform,https://en.wikipedia.org/wiki/Cuneiform,OK,2026-07-09,Åben artikel om kileskrift som skrift trykket/ridset i lertavler med griffel.
Mesopotamien og Nærorienten,"Hvilken ugaritisk gud forbindes med storm, regn og frugtbarhed?",200,Baal,Mot,Yam,Reshef,,,,Wikipedia – Baal,https://en.wikipedia.org/wiki/Baal,OK,2026-07-09,"Åben artikel om Baal/Hadad som ugaritisk/kanaanæisk storm-, regn- og frugtbarhedsgud."
Mesopotamien og Nærorienten,Hvilken gud optræder som en overordnet faderskikkelse i den kanaanæiske gudeverden?,300,El,Baal,Dagon,Kothar,,,,Wikipedia – El (deity),https://en.wikipedia.org/wiki/El_(deity),OK,2026-07-09,Åben artikel om El som overordnet faderskikkelse i kanaanæisk/ugaritisk gudeverden.
Mesopotamien og Nærorienten,Hvilken ugaritisk gudinde er en krigerisk søster og allieret til Baal?,400,Anat,Asherah,Astarte,Shapash,,,,Wikipedia – Anat,https://en.wikipedia.org/wiki/Anat,OK,2026-07-09,Åben artikel om Anat som krigerisk gudinde i ugaritisk/kanaanæisk tradition og allieret til Baal.
Mesopotamien og Nærorienten,Hvilken kanaanæisk gudinde omtales ofte som gudernes mor og Els partner?,500,Asherah,Anat,Tanit,Ereshkigal,,,,Wikipedia – Asherah,https://en.wikipedia.org/wiki/Asherah,OK,2026-07-09,"Åben artikel om Asherah som kanaanæisk gudinde, gudernes mor og forbundet med El."
Mesopotamien og Nærorienten,Hvilken ugaritisk gud personificerer døden og bliver Baals modstander?,600,Mot,Yam,El,Kothar,,,,Wikipedia – Mot (god),https://en.wikipedia.org/wiki/Mot_(god),OK,2026-07-09,Åben artikel om Mot som døden/underverdenen og Baals modstander i Baal-cyklussen.
Mesopotamien og Nærorienten,Hvilken havgud kæmper Baal imod i den ugaritiske Baal-cyklus?,700,Yam,Mot,Reshef,Dagon,,,,Wikipedia – Yam (god),https://en.wikipedia.org/wiki/Yam_(god),OK,2026-07-09,Åben artikel om Yam som havgud og Baals modstander i Baal-cyklussen.
Myter fra andre kulturer,Hvilken maya- og yucatec-skikkelse svarer til den fjerklædte slange og kaldes Kukulkan?,100,Kukulkan,Chaac,Itzamna,Camazotz,,,,Wikipedia – Kukulkan,https://en.wikipedia.org/wiki/Kukulkan,OK,2026-07-09,"Åben artikel der underbygger guddommen, heltefiguren eller den mytiske tradition i spørgsmålet."
Myter fra andre kulturer,Hvilken polynesisk helt er kendt for blandt andet at fiske øer op og tæmme solen?,200,Maui,Tangaroa,Tane,Rongo,,,,Wikipedia – Māui (Māori mythology),https://en.wikipedia.org/wiki/M%C4%81ui_(M%C4%81ori_mythology),OK,2026-07-09,"Åben artikel om Maui/Māui som polynesisk helt, kendt for bl.a. at fiske øer op og tæmme solen."
Myter fra andre kulturer,Hvilken hawaiiansk gudinde forbindes med vulkaner og ild?,300,Pele,Hina,Laka,Haumea,,,,Wikipedia – Pele (deity),https://en.wikipedia.org/wiki/Pele_(deity),OK,2026-07-09,Åben artikel om Pele som hawaiiansk gudinde for vulkaner og ild.
Myter fra andre kulturer,Hvilken polynesisk gud forbindes bredt med havet?,400,Tangaroa,Tane,Tu,Rongo,,,,Wikipedia – Tangaroa,https://en.wikipedia.org/wiki/Tangaroa,OK,2026-07-09,"Åben artikel der underbygger guddommen, heltefiguren eller den mytiske tradition i spørgsmålet."
Myter fra andre kulturer,Hvilken vestafrikansk trickster optræder ofte som en edderkop i akan-fortællinger?,500,Anansi,Legba,Ogun,Shango,,,,Wikipedia – Anansi,https://en.wikipedia.org/wiki/Anansi,OK,2026-07-09,"Åben artikel om Anansi som vestafrikansk/akan trickster, ofte i edderkoppeform."
Myter fra andre kulturer,Hvilken yoruba-orisha forbindes med torden og lyn?,600,Shango,Obatala,Orunmila,Ogun,,,,Wikipedia – Shango,https://en.wikipedia.org/wiki/Shango,OK,2026-07-09,Åben artikel om Shango som yoruba-orisha for torden og lyn.
Myter fra andre kulturer,"Hvilken yoruba-orisha forbindes med floden Osun, kærlighed og frugtbarhed?",700,Oshun,Oya,Yemaya,Eshu,,,,Wikipedia – Oshun,https://en.wikipedia.org/wiki/Oshun,OK,2026-07-09,"Åben artikel om Oshun som yoruba-orisha for Osun-floden, kærlighed og frugtbarhed."
