Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
"Bjerge, floder og landskaber","Hvilket bjerg regnes normalt som Europas højeste, når Kaukasus medregnes?",800,Elbrus,Mont Blanc,Matterhorn,Olympen,,,,Wikipedia – Mount Elbrus,https://en.wikipedia.org/wiki/Mount_Elbrus,OK,2026-07-09,"Åben artikel om Elbrus som Europas højeste bjerg, når Kaukasus medregnes."
"Hav, øer og grænser",Hvilke to lande deler verdens længste internationale landegrænse?,100,Canada og USA,Rusland og Kasakhstan,Argentina og Chile,Indien og Bangladesh,,,,Wikipedia – Canada–United States border,https://en.wikipedia.org/wiki/Canada%E2%80%93United_States_border,OK,2026-07-09,Åben artikel om grænsen mellem Canada og USA som verdens længste internationale landegrænse.
"Hav, øer og grænser",Hvilket af disse sydamerikanske lande har ingen havkyst?,200,Bolivia,Ecuador,Uruguay,Guyana,,,,Wikipedia – Bolivia,https://en.wikipedia.org/wiki/Bolivia,OK,2026-07-09,Åben artikel om Bolivia som landlåst land i Sydamerika.
"Hav, øer og grænser",Hvad er verdens største lukkede indsø målt i areal?,300,Det Kaspiske Hav,Aralsøen,Victoriasøen,Bajkalsøen,,,,Wikipedia – Caspian Sea,https://en.wikipedia.org/wiki/Caspian_Sea,OK,2026-07-09,Åben artikel om Det Kaspiske Hav som verdens største lukkede indsø/sø efter areal.
"Hav, øer og grænser",I hvilket hav ligger Great Barrier Reef?,400,Koralhavet,Tasmanhavet,Arafurahavet,Timorhavet,,,,Wikipedia – Great Barrier Reef,https://en.wikipedia.org/wiki/Great_Barrier_Reef,OK,2026-07-09,Åben artikel om Great Barrier Reef i Koralhavet.
"Hav, øer og grænser",Mellem hvilke to stater er øen Ny Guinea politisk delt?,500,Indonesien og Papua Ny Guinea,Malaysia og Indonesien,Australien og Papua Ny Guinea,Filippinerne og Indonesien,,,,Wikipedia – New Guinea,https://en.wikipedia.org/wiki/New_Guinea,OK,2026-07-09,Åben artikel om Ny Guinea delt mellem Indonesien og Papua Ny Guinea.
"Hav, øer og grænser",Mellem hvilke to lande er øgruppen Ildlandet delt?,600,Argentina og Chile,Peru og Chile,Argentina og Uruguay,Bolivia og Chile,,,,Wikipedia – Tierra del Fuego,https://en.wikipedia.org/wiki/Tierra_del_Fuego,OK,2026-07-09,Åben artikel om Ildlandet delt mellem Argentina og Chile.
"Hav, øer og grænser",Mellem hvilke to lande ligger Titicacasøen?,700,Peru og Bolivia,Chile og Argentina,Ecuador og Colombia,Paraguay og Brasilien,,,,Wikipedia – Lake Titicaca,https://en.wikipedia.org/wiki/Lake_Titicaca,OK,2026-07-09,Åben artikel om Titicacasøen mellem Peru og Bolivia.
"Kort, klima og verdensdele",Hvad kendetegner middelhavsklima?,100,"tørre somre og milde, nedbørsrige vintre",regn hele året og ingen årstider,meget kolde somre og milde vintre,tørre vintre og regnfulde somre,,,,Wikipedia – Mediterranean climate,https://en.wikipedia.org/wiki/Mediterranean_climate,OK,2026-07-09,"Åben artikel om middelhavsklima med tørre somre og milde, nedbørsrige vintre."
"Kort, klima og verdensdele",Hvad kendetegner et udpræget fastlandsklima?,200,store temperaturforskelle mellem sommer og vinter,næsten samme temperatur hele året,daglig monsunregn,kun temperaturer under frysepunktet,,,,Wikipedia – Continental climate,https://en.wikipedia.org/wiki/Continental_climate,OK,2026-07-09,Åben artikel om fastlandsklima med store temperaturforskelle mellem årstider.
"Kort, klima og verdensdele",Hvad betyder maritimt klima?,300,et klima stærkt påvirket af havet,et klima kun på høje bjerge,et klima uden nedbør,et klima på indlandsis,,,,Wikipedia – Oceanic climate,https://en.wikipedia.org/wiki/Oceanic_climate,OK,2026-07-09,Åben artikel om maritimt/oceanisk klima stærkt påvirket af havet.
"Kort, klima og verdensdele",Hvilken vendekreds ligger nord for ækvator?,400,Krebsens vendekreds,Stenbukkens vendekreds,den sydlige polarcirkel,nulmeridianen,,,,Wikipedia – Tropic of Cancer,https://en.wikipedia.org/wiki/Tropic_of_Cancer,OK,2026-07-09,Åben artikel om Krebsens vendekreds nord for ækvator.
"Kort, klima og verdensdele",Hvilken vendekreds ligger syd for ækvator?,500,Stenbukkens vendekreds,Krebsens vendekreds,den nordlige polarcirkel,datolinjen,,,,Wikipedia – Tropic of Capricorn,https://en.wikipedia.org/wiki/Tropic_of_Capricorn,OK,2026-07-09,Åben artikel om Stenbukkens vendekreds syd for ækvator.
"Kort, klima og verdensdele",Hvorfor bruger verden tidszoner?,600,fordi lokal soltid ændrer sig med længdegraden,fordi højden over havet ændrer urets hastighed,fordi breddegrader har forskellig længde,fordi alle lande har forskellige kalendere,,,,Wikipedia – Time zone,https://en.wikipedia.org/wiki/Time_zone,OK,2026-07-09,Åben artikel om tidszoner og længdegrad/lokal soltid.
"Kort, klima og verdensdele",Hvad er den internationale datolinjes vigtigste funktion?,700,"at markere, hvor kalenderdatoen normalt skifter med ét døgn",at dele Jorden i nord og syd,at vise grænsen mellem tropisk og tempereret klima,at markere alle landes politiske grænser,,,,Wikipedia – International Date Line,https://en.wikipedia.org/wiki/International_Date_Line,OK,2026-07-09,Åben artikel om den internationale datolinje og datoskiftet.
