Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Regeringer og politisk historie,"Hvad kaldes folketingsvalget i 1973, hvor mange nye partier kom ind?",100,jordskredsvalget,kanonvalget,systemskiftevalget,fredsvalget,,,,Partiernes historie,https://www.ft.dk/da/partier/om-politiske-partier/partiernes-historie,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger overblik over danske partiers historiske udspring og stiftelse.
Regeringer og politisk historie,Hvem blev statsminister i 1982 som den første konservative regeringsleder siden systemskiftet?,200,Poul Schlüter,Henning Christophersen,Poul Hartling,Uffe Ellemann-Jensen,,,,Statsministre siden 1848,https://stm.dk/statsministeren/statsministre-siden-1848/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger rækken af danske statsministre siden 1848.
Regeringer og politisk historie,Hvem blev statsminister efter regeringsskiftet i januar 1993?,300,Poul Nyrup Rasmussen,Mogens Lykketoft,Svend Auken,Poul Schlüter,,,,Statsministre siden 1848,https://stm.dk/statsministeren/statsministre-siden-1848/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger rækken af danske statsministre siden 1848.
Regeringer og politisk historie,Hvem blev statsminister efter folketingsvalget i 2001?,400,Anders Fogh Rasmussen,Lars Løkke Rasmussen,Poul Nyrup Rasmussen,Mogens Lykketoft,,,,Statsministre siden 1848,https://stm.dk/statsministeren/statsministre-siden-1848/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger rækken af danske statsministre siden 1848.
Regeringer og politisk historie,"Hvem overtog statsministerposten i 2009, da Anders Fogh Rasmussen blev NATO-generalsekretær?",500,Lars Løkke Rasmussen,Bendt Bendtsen,Claus Hjort Frederiksen,Søren Pind,,,,Statsministre siden 1848,https://stm.dk/statsministeren/statsministre-siden-1848/,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger rækken af danske statsministre siden 1848.
Regeringer og politisk historie,Hvad kaldes en regering bestående af ministre fra flere partier?,600,koalitionsregering,forretningsministerium,embedsmandsregering,samrådsregering,,,,Regeringen,https://www.ft.dk/da/folkestyret/regeringen,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger regeringstyper, ministerier, statsminister og regeringens arbejde."
"Kommuner, regioner og rigsfællesskab",Hvilken by blev administrationssæde for Region Midtjylland ved oprettelsen i 2007?,100,Viborg,Aarhus,Herning,Horsens,,,,Regionerne,https://www.rm.dk/om-os/hvad-er-regionen/regionerne/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger regionernes hovedsæder: Hillerød, Sorø, Vejle, Viborg og Aalborg."
"Kommuner, regioner og rigsfællesskab",Hvilken by blev administrationssæde for Region Nordjylland ved oprettelsen i 2007?,200,Aalborg,Hjørring,Frederikshavn,Thisted,,,,Regionerne,https://www.rm.dk/om-os/hvad-er-regionen/regionerne/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger regionernes hovedsæder: Hillerød, Sorø, Vejle, Viborg og Aalborg."
"Kommuner, regioner og rigsfællesskab",Hvilke tre dele indgår i rigsfællesskabet?,300,"Danmark, Færøerne og Grønland","Danmark, Island og Færøerne","Danmark, Norge og Grønland","Danmark, Sverige og Island",,,,rigsfællesskabet - Lex,https://lex.dk/rigsf%C3%A6llesskabet,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger rigsfællesskabet mellem Danmark, Færøerne og Grønland samt statslige fællesanliggender."
"Kommuner, regioner og rigsfællesskab",Hvad hedder Færøernes folkevalgte parlament?,400,Lagtinget,Landstinget,Altinget,Inatsisartut,,,,Færøerne - historie - Færøerne efter hjemmestyret i 1948 - Lex,https://lex.dk/F%C3%A6r%C3%B8erne_-_historie,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Færøernes hjemmestyre fra 1948 og Lagtinget.
"Kommuner, regioner og rigsfællesskab",Hvad hedder Grønlands folkevalgte parlament?,500,Inatsisartut,Lagtinget,Altinget,Sámediggi,,,,Grønland - Selvstyre og rigsfællesskab - Lex,https://lex.dk/Gr%C3%B8nland_-_Selvstyre_og_rigsf%C3%A6llesskab,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger Grønlands hjemmestyre 1979, selvstyre 2009 og Inatsisartut."
"Kommuner, regioner og rigsfællesskab",Hvilket år fik Færøerne hjemmestyre?,600,1948,1920,1953,1979,,,,Færøerne - historie - Færøerne efter hjemmestyret i 1948 - Lex,https://lex.dk/F%C3%A6r%C3%B8erne_-_historie,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger Færøernes hjemmestyre fra 1948 og Lagtinget.
