Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Måner og smålegemer,"Hvad kaldes resterne af et rumlegeme, der når ned til Jordens overflade?",400,Meteorit,Meteor,Meteoroide,Komet,,,,meteorit – Lex,https://lex.dk/meteorit,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger meteorit som rest der når jordoverfladen.
Måner og smålegemer,Hvad består en kometkerne hovedsageligt af?,500,"Is, støv og klippemateriale",Kun flydende vand,Kun metal,Varm plasma,,,,komet – Lex,https://lex.dk/komet,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger kometkerner som is/støv/klippemateriale.
Måner og smålegemer,Hvilken retning peger en komets hale normalt?,600,Væk fra Solen,Mod Solen,Langs kometens bane bagud i alle tilfælde,Mod den nærmeste planet,,,,komet – Lex,https://lex.dk/komet,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger komethalens retning væk fra Solen.
Stjerner og galakser,Hvad er den grundlæggende energikilde i Solen?,100,Kernefusion,Kemisk forbrænding,Kernespaltning,Friktion,,,,Solen - Læs om den centrale stjerne i solsystemet - Lex,https://lex.dk/Solen,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at Solens energi produceres ved fusion i de centrale dele.
Stjerner og galakser,Hvilket grundstof omdannes primært til helium i Solens kerne?,200,Hydrogen,Kulstof,Ilt,Jern,,,,Solen - Læs om den centrale stjerne i solsystemet - Lex,https://lex.dk/Solen,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger hydrogenfusion: hydrogen omdannes til helium i Solens centrale dele.
Stjerner og galakser,"Hvad kaldes grænsen omkring et sort hul, hvorfra intet kan slippe ud?",300,Begivenhedshorisonten,Heliopausen,Fotosfæren,Asteroidebæltet,,,,sort hul – Lex,https://lex.dk/sort_hul,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger begivenhedshorisonten som grænsen omkring et sort hul.
Stjerner og galakser,Hvad hedder det supermassive sorte hul i Mælkevejens centrum?,400,Sagittarius A*,Cygnus X-1,M87*,Vega A,,,,Mælkevejen - Fysikleksikon - Københavns Universitet,https://fysikleksikon.nbi.ku.dk/m/maelkevejen/,OK – åbnet,2026-07-09,Dansk universitetskilde. Underbygger at Sagittarius A* er det supertunge sorte hul i Mælkevejens centrum.
Stjerner og galakser,Hvad måler en lysår?,500,Afstand,Tid,Lysstyrke,Masse,,,,lysår – Lex,https://lex.dk/lys%C3%A5r,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger lysår som afstandsenhed.
Stjerner og galakser,Hvor langt bevæger lyset sig omtrent på ét år?,600,"9,46 billioner kilometer","9,46 millioner kilometer",150 millioner kilometer,384.400 kilometer,,,,lysår – Lex,https://lex.dk/lys%C3%A5r,OK – åbnet,2026-07-09,"Dansk Lex-kilde. Underbygger størrelsesordenen ca. 9,46 billioner kilometer."
Rumfart og observation,Hvilken sonde kredser om Jupiter og ankom i 2016?,100,Juno,Cassini,BepiColombo,Rosetta,,,,Juno - NASA Science,https://science.nasa.gov/mission/juno/,OK – åbnet,2026-07-09,"Autoritativ NASA-kilde. Dansk kilde er ikke valgt, fordi missionstidspunkt og ankomst dokumenteres bedst hos NASA."
Rumfart og observation,Hvilken europæisk mission landede Philae på kometen 67P?,200,Rosetta,Gaia,Mars Express,Solar Orbiter,,,,ESA - Rosetta overview,https://www.esa.int/Science_Exploration/Space_Science/Rosetta_overview,OK – åbnet,2026-07-09,Autoritativ ESA-kilde. Underbygger Rosetta/Philae og kometen 67P.
Rumfart og observation,Hvilken mission bragte de første prøver fra en asteroide tilbage til Jorden i 2010?,300,Hayabusa,OSIRIS-REx,DART,Dawn,,,,Hayabusa - NASA Science,https://science.nasa.gov/mission/hayabusa/,OK – åbnet,2026-07-09,Autoritativ NASA-kilde. Underbygger Hayabusa som første asteroide-sample-return i 2010.
Rumfart og observation,Hvilken mission demonstrerede afbøjning af en asteroide ved at ramme Dimorphos i 2022?,400,DART,Dawn,Deep Impact,Lucy,,,,Double Asteroid Redirection Test (DART) - NASA Science,https://science.nasa.gov/mission/dart/,OK – åbnet,2026-07-09,Autoritativ NASA-kilde. Underbygger DARTs kollision med Dimorphos i 2022.
Rumfart og observation,Hvilket teleskop blev udviklet til at finde exoplaneter via transitmetoden og opsendt i 2009?,500,Kepler,Hubble,Chandra,Gaia,,,,Kepler / K2 - NASA Science,https://science.nasa.gov/mission/kepler/,OK – åbnet,2026-07-09,Autoritativ NASA-kilde. Underbygger Kepler som exoplanetmission baseret på transitmetoden og opsendt i 2009.
Rumfart og observation,Hvilken ESA-mission kortlægger stjernernes positioner og bevægelser i Mælkevejen?,600,Gaia,Rosetta,Euclid,Ariel,,,,ESA - Gaia overview,https://www.esa.int/Science_Exploration/Space_Science/Gaia_overview,OK – åbnet,2026-07-09,Autoritativ ESA-kilde. Underbygger Gaia som mission for stjernepositioner og bevægelser i Mælkevejen.
