Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Kunst og kultur,Hvilken kunstner forbindes med værket Le Penseur?,200,Auguste Rodin,Claude Monet,Claude Debussy,Édith Piaf,,,,Musée Rodin – The Thinker,https://www.musee-rodin.fr/en/musee/collections/oeuvres/thinker,OK,2026-07-09,Officiel museumsside. Underbygger Rodins værk The Thinker/Le Penseur.
Kunst og kultur,Hvilken kunstner forbindes med værket La Mer?,300,Claude Debussy,Claude Monet,Auguste Rodin,Édith Piaf,,,,Wikipedia – La mer (Debussy),https://en.wikipedia.org/wiki/La_mer_(Debussy),OK,2026-07-09,Åben artikel om Debussys La Mer. Underbygger Claude Debussy som komponist.
Kunst og kultur,Hvilken kunstner forbindes med værket La Vie en rose?,400,Édith Piaf,Claude Monet,Auguste Rodin,Claude Debussy,,,,Wikipedia – La Vie en rose,https://en.wikipedia.org/wiki/La_Vie_en_rose,OK,2026-07-09,Åben artikel om La Vie en rose. Underbygger Édith Piaf som sanger/kunstner for sangen.
Kunst og kultur,Hvilken beskrivelse passer til Fête de la Musique?,500,en musikfest den 21. juni,en international filmfestival,et etapeløb på cykel,en fransk litteraturpris,,,,Ministère de la Culture – Fête de la Musique,https://fetedelamusique.culture.gouv.fr/,OK,2026-07-09,Officiel fransk kulturside. Underbygger Fête de la Musique som musikfest den 21. juni.
Kunst og kultur,Hvilken beskrivelse passer til Festival de Cannes?,600,en international filmfestival,en musikfest den 21. juni,et etapeløb på cykel,en fransk litteraturpris,,,,Festival de Cannes – Official website,https://www.festival-cannes.com/en/,OK,2026-07-09,Officiel festivalside. Underbygger Festival de Cannes som international filmfestival.
Den frankofone verden,I hvilket land eller område ligger Grand-Place i Bruxelles?,100,Belgien,Frankrig,Canada,Senegal,,,,"UNESCO World Heritage Centre – La Grand-Place, Brussels",https://whc.unesco.org/en/list/857/,OK,2026-07-09,Officiel UNESCO-side. Underbygger at Grand-Place ligger i Bruxelles i Belgien.
Den frankofone verden,Hvilket land er provinsen Québec en del af?,200,Canada,Belgien,Schweiz,Frankrig,,,,The Canadian Encyclopedia – Quebec,https://www.thecanadianencyclopedia.ca/en/article/quebec,OK,2026-07-09,Åben canadisk encyklopædi. Underbygger at provinsen Québec er en del af Canada.
Den frankofone verden,Hvilket land er regionen Vallonien en del af?,300,Belgien,Canada,Schweiz,Frankrig,,,,Belgium.be – Wallonia,https://www.belgium.be/en/about_belgium/country/Regions/wallonia,OK,2026-07-09,Officiel belgisk portal. Underbygger at Vallonien er en region i Belgien.
Den frankofone verden,I hvilket land ligger den fransktalende region Romandiet?,400,Schweiz,Belgien,Canada,Frankrig,,,,Wikipedia – Romandy,https://en.wikipedia.org/wiki/Romandy,OK,2026-07-09,Åben artikel om Romandiet/Romandy. Underbygger at området er den fransktalende del af Schweiz.
Den frankofone verden,I hvilket hav ligger den franske ø Réunion?,500,Det Indiske Ocean,Atlanterhavet,Stillehavet,Middelhavet,,,,Encyclopaedia Britannica – Réunion,https://www.britannica.com/place/Reunion,OK,2026-07-09,Åben encyklopædisk artikel. Underbygger at Réunion ligger i Det Indiske Ocean.
Den frankofone verden,"I hvilket år fandt oprettelsen af forgængeren for OIF, ACCT sted?",600,1970,1804,1960,1958,,,,UNESCO – International Francophonie Day,https://www.unesco.org/en/days/francophonie,OK,2026-07-09,Officiel UNESCO-side. Underbygger at ACCT blev oprettet 20. marts 1970 som forløber for OIF.
