Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Litteratur og kultur,Hvem skrev værket “Ulysses”?,100,James Joyce,J.R.R. Tolkien,Virginia Woolf,Charlotte Brontë,,,,Lex – James Joyce,https://lex.dk/James_Joyce,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at James Joyce skrev Ulysses.
Litteratur og kultur,Hvem skabte den litterære figur Sherlock Holmes?,200,Arthur Conan Doyle,Michael Bond,A.A. Milne,J.K. Rowling,,,,Lex – Arthur Conan Doyle,https://lex.dk/Arthur_Conan_Doyle,OK – åbnet,2026-07-09,Dansk Lex-kilde. Underbygger at Arthur Conan Doyle skabte Sherlock Holmes.
Litteratur og kultur,Hvem skabte den litterære figur Paddington Bear?,300,Michael Bond,Arthur Conan Doyle,A.A. Milne,J.K. Rowling,,,,Paddington Store – A Bear Called Paddington by Michael Bond,https://store.paddington.com/products/a-bear-called-paddington-book-michael-bond,OK – åbnet,2026-07-09,Åben officiel Paddington-side. Underbygger at de klassiske Paddington-historier er skrevet af Michael Bond.
Litteratur og kultur,Hvem skabte den litterære figur Winnie-the-Pooh?,400,A.A. Milne,Arthur Conan Doyle,Michael Bond,J.K. Rowling,,,,Pooh Corner – Winnie the Pooh,https://poohcorner.co.uk/winniethepooh/,OK – åbnet,2026-07-09,Åben temakilde fra Pooh Corner. Underbygger forbindelsen mellem A.A. Milne og Winnie-the-Pooh-universet.
Litteratur og kultur,Hvem skabte den litterære figur Harry Potter?,500,J.K. Rowling,Arthur Conan Doyle,Michael Bond,A.A. Milne,,,,Bloomsbury – J.K. Rowling,https://www.bloomsbury.com/uk/discover/harry-potter/jk-rowling/,OK – åbnet,2026-07-09,Åben forlagsside. Underbygger at J.K. Rowling er forfatteren bag Harry Potter-bøgerne.
Den engelsktalende verden,"Hvilket land bruger engelsk som de facto hovedsprog, mens maori og landets tegnsprog har lovfæstet officiel status?",100,New Zealand,Canada,Irland,Singapore,,,,New Zealand Ministry for Ethnic Communities – Our Languages,https://www.ethniccommunities.govt.nz/resources/our-languages-o-tatou-reo,OK – åbnet,2026-07-09,"Åben officiel NZ-kilde. Underbygger at engelsk er mest udbredt, mens Māori og NZSL har officiel status."
Den engelsktalende verden,"Hvilket land har malajisk, mandarin, tamil og engelsk som fire officielle sprog?",200,Singapore,Canada,Irland,New Zealand,,,,"Singapore Statutes Online – Constitution, Article 153A",https://sso.agc.gov.sg/Act/CONS1963?Phrase=Malay&ProvIds=pr153A-&ViewType=Within&WiAl=1,OK – åbnet,2026-07-09,Åben officiel lovkilde. Underbygger Singapores fire officielle sprog.
Den engelsktalende verden,I hvilken by eller hvilket område ligger Frihedsgudinden?,300,New York,Wiltshire,Toronto,Northern Territory,,,,National Park Service – Statue of Liberty,https://www.nps.gov/stli/,OK – åbnet,2026-07-09,Åben officiel NPS-kilde. Underbygger at Statue of Liberty hører til New York-området.
Den engelsktalende verden,I hvilken by eller hvilket område ligger Stonehenge?,400,Wiltshire,New York,Toronto,Northern Territory,,,,English Heritage – Stonehenge,https://www.english-heritage.org.uk/visit/places/stonehenge/,OK – åbnet,2026-07-09,Åben officiel kulturarvskilde. Underbygger at Stonehenge ligger i Wiltshire.
Den engelsktalende verden,I hvilken by eller hvilket område ligger CN Tower?,500,Toronto,New York,Wiltshire,Northern Territory,,,,CN Tower – Getting here,https://www.cntower.ca/plan-your-visit/getting-here,OK – åbnet,2026-07-09,Åben officiel CN Tower-side. Underbygger placeringen i Toronto.
