Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Hverdag og fællesskab,Hvad er hjemve?,100,savn og ubehag ved at være væk hjemmefra,en prøveform,et linjefag,en skolelov,,,,Har dit barn hjemve? Sådan støtter du bedst,https://www.efterskolerne.dk/om-efterskoleforeningen/nyheder/foraeldre/har-dit-barn-hjemve-saadan-stoetter-du-bedst/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger hjemve på efterskole og betydningen af klare rammer, kontaktlærer og støtte."
Hverdag og fællesskab,Hvad hjælper ofte ved almindelig hjemve?,200,at tale med en voksen og deltage gradvist i hverdagen,at isolere sig helt,at skjule problemet i måneder,at stoppe med at spise,,,,Har dit barn hjemve? Sådan støtter du bedst,https://www.efterskolerne.dk/om-efterskoleforeningen/nyheder/foraeldre/har-dit-barn-hjemve-saadan-stoetter-du-bedst/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger hjemve på efterskole og betydningen af klare rammer, kontaktlærer og støtte."
Hverdag og fællesskab,Hvorfor har mange efterskoler regler om ro og sengetid?,300,for at sikre søvn og hensyn i et tæt fællesskab,for at afskaffe fritid,for at gøre undervisningen kortere,for at forhindre venskaber,,,,Sundhedsstyrelsens anbefalinger om brug af skærm.,https://www.sst.dk/media/fhqlhhg2/skaerm_sst_anbefalinger.pdf,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger sammenhængen mellem skærmbrug op til sovetid, søvn, nærvær og behovet for rammer for mobil/skærm."
Hverdag og fællesskab,Hvad er en vigtig grund til faste rengøringsopgaver?,400,fælles hygiejne og delt ansvar,at eleverne skal drive et rengøringsfirma,at lærere ikke må gøre rent,at erstatte alle fag,,,,Hvad er en efterskole?,https://www.efterskolerne.dk/for-elever-og-foraeldre/hvad-er-en-efterskole/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger efterskolelivets fokus på fællesskab, ansvar, at passe på hinanden, praktiske opgaver, køkkenhjælp, egne interesser, linje-/profilfag og valgfag."
Hverdag og fællesskab,Hvordan bør personlige grænser på et delt værelse håndteres?,500,med tydelige aftaler og respekt,ved at tage hinandens ting frit,ved at ignorere privatliv,ved at stemme om personlig post,,,,Efterskoler i Sønderjylland,https://graenseforeningen.dk/leksikon/efterskoler-i-soenderjylland,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger grænseskoler, efterskoleophold for sydslesvigske/dansksindede unge og oprettelsen af Ladelund i 1982."
"Fag, prøver og elevdemokrati",Hvad er FP9?,100,folkeskolens prøver efter 9. klasse,forstanderens pensionsordning,et niugers valgfag,en type elevværelse,,,,"Prøvefag i 8., 9. og 10. klasse",https://uvm.dk/grundskole/folkeskolen/folkeskolens-proever/proevetilrettelaeggelse/adgang-tilmelding-og-booking/proevefag-i-8-9-og-10-klasse/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger folkeskolens prøver på 8., 9. og 10. klassetrin og rammer for prøvefag."
"Fag, prøver og elevdemokrati",Hvad er formålet med en mundtlig prøve?,200,at eleven viser faglig forståelse gennem fremlæggelse og samtale,at måle løbehastighed,at vælge værelseskammerat,at bestemme skolens værdier,,,,"Prøvefag i 8., 9. og 10. klasse",https://uvm.dk/grundskole/folkeskolen/folkeskolens-proever/proevetilrettelaeggelse/adgang-tilmelding-og-booking/proevefag-i-8-9-og-10-klasse/,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger folkeskolens prøver på 8., 9. og 10. klassetrin og rammer for prøvefag."
"Fag, prøver og elevdemokrati",Hvad er intern evaluering?,300,løbende vurdering og feedback inden for skolen,en national folkeafstemning,økonomisk revision alene,et valg til Folketinget,,,,Hvad er formativ evaluering?,https://emu.dk/test-og-evalueringsbank/om-formativ-evalueringskultur/hvad-er-formativ-evaluering,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger formativ evaluering/feedback som noget, der hjælper eleven videre i læreprocessen."
"Fag, prøver og elevdemokrati",Hvad er formativ feedback?,400,"feedback, der hjælper eleven videre i læreprocessen",en afsluttende karakter uden kommentar,en regel om sengetid,en besked om skolepenge,,,,Hvad er formativ evaluering?,https://emu.dk/test-og-evalueringsbank/om-formativ-evalueringskultur/hvad-er-formativ-evaluering,OK – valgt/verificeret i kildearbejdet,2026-07-09,"Underbygger formativ evaluering/feedback som noget, der hjælper eleven videre i læreprocessen."
"Fag, prøver og elevdemokrati",Hvad er summativ evaluering?,500,en afsluttende vurdering af et fagligt resultat,en uformel morgensamtale,en rengøringsopgave,et værelsesmøde,,,,Evaluering (summativ og formativ) - Formål og niveauer - Lex,https://lex.dk/evaluering_-_summativ_og_formativ,OK – valgt/verificeret i kildearbejdet,2026-07-09,Underbygger forskellen mellem formativ og summativ evaluering og feedbackens rolle i læring.
