Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Kendte steder,I hvilken hovedstad ligger operahuset ved Bjørvika?,100,Oslo,København,Reykjavík,Stockholm,,,,Lex – Oslo,https://lex.dk/Oslo,OK,2026-07-09,Dansk Lex-artikel. Underbygger Oslo som Norges hovedstad og omtaler navnehistorien Christiania/Kristiania.
Kendte steder,I hvilken hovedstad ligger Gamla Stan?,200,Stockholm,Tallinn,Helsinki,Riga,,,,Visit Stockholm – Gamla Stan,https://www.visitstockholm.com/stockholms-districts/gamla-stan/,OK,2026-07-09,Officiel Stockholm-turismeside. Underbygger Gamla Stan som Stockholms gamle bydel.
Kendte steder,I hvilken hovedstad ligger den hvide domkirke ved Senatstorvet?,300,Helsinki,Vilnius,Oslo,Tallinn,,,,MyHelsinki – Helsinki Cathedral,https://www.myhelsinki.fi/places/helsinki-cathedral/,OK,2026-07-09,Officiel Helsinki-side. Underbygger domkirken ved Senatstorvet som seværdighed i Helsinki.
Kendte steder,I hvilken hovedstad ligger Atomium?,400,Bruxelles,Luxembourg,Paris,Amsterdam,,,,Atomium – official site,https://www.atomium.be/home/Index,OK,2026-07-09,Officiel Atomium-side. Underbygger Atomium som symbol/seværdighed i Bruxelles.
Kendte steder,I hvilken hovedstad ligger Schönbrunn Slot?,500,Wien,Prag,Budapest,Bratislava,,,,Schönbrunn Palace – The Palace,https://www.schoenbrunn.at/en/about-schoenbrunn/the-palace,OK,2026-07-09,Officiel Schönbrunn-side. Underbygger Schönbrunn Slot som stor seværdighed i Wien.
Historie og institutioner,Hvilken nordisk hovedstad hed Kristiania fra 1877 til 1925?,100,Oslo,København,Stockholm,Helsinki,,,,Lex – Kristiania,https://lex.dk/Kristiania,OK,2026-07-09,Dansk Lex-artikel. Underbygger Kristiania som tidligere navn for Oslo.
Historie og institutioner,Hvilken baltisk hovedstad var historisk kendt under det tyske navn Reval?,200,Tallinn,Riga,Vilnius,Minsk,,,,Lex – Tallinn,https://lex.dk/Tallinn,OK,2026-07-09,Dansk Lex-artikel. Underbygger Tallinn som Estlands hovedstad og historisk by.
Historie og institutioner,Hvilken nuværende tyrkisk storby hed Konstantinopel i det østromerske rige?,300,Istanbul,Ankara,Izmir,Bursa,,,,Lex – Istanbul,https://lex.dk/Istanbul,OK,2026-07-09,"Dansk Lex-artikel. Underbygger Istanbul/Konstantinopel-forbindelsen og afklarer, at Tyrkiets hovedstad er Ankara."
Historie og institutioner,Hvilken hovedstad er sæde for Den Europæiske Unions Domstol?,400,Luxembourg,Bruxelles,Strasbourg,Amsterdam,,,,"European Union – Types of institutions, bodies and agencies",https://european-union.europa.eu/institutions-law-budget/institutions-and-bodies/types-institutions-and-bodies_en,OK,2026-07-09,"Officiel EU-side. Underbygger, at EU-Domstolen ligger i Luxembourg."
Historie og institutioner,Hvilken europæisk hovedstad er hjemsted for OSCEs sekretariat?,500,Wien,Genève,Bruxelles,Prag,,,,OSCE – Secretariat,https://www.osce.org/secretariat,OK,2026-07-09,"Officiel OSCE-side. Underbygger, at OSCEs sekretariat ligger i Wien."
